Prosonix,biotech,c:81453,GBR,London,18240510,series-b,2011-07-06
Pharminox,biotech,c:81568,GBR,Nottingham,2391738,venture,2011-07-08
Find Invest Grow (FIG),enterprise,c:33696,GBR,London,384212,angel,2011-07-01
Anvil  Semiconductors,semiconductor,c:81681,GBR,Allesley,239174,venture,2011-07-09
Oxyntix,other,c:81720,GBR,London,1596003,venture,2011-07-11
DataSift,analytics,c:57258,GBR,London,6000000,series-a,2011-07-11
twiDAQ,games_video,c:81909,GBR,Bath,48027,angel,2011-07-01
TopCat Research,biotech,c:82226,GBR,Gwynedd,80606,venture,2011-07-14
Autology World,education,c:82329,GBR,Daresbury,1063973,venture,2011-07-15
Tigerspike,enterprise,c:70860,GBR,London,11000000,venture,2011-07-18
Applied Superconductor,semiconductor,c:82616,GBR,Northumberland,5933707,series-a,2011-06-17
Beepl,news,c:80240,GBR,London,400000,angel,2011-07-20
Sazneo,messaging,c:82732,GBR,London,150000,angel,2010-11-30
Sazneo,messaging,c:82732,GBR,London,200000,angel,2011-07-13
Stanmore Implants Worldwide,biotech,c:59770,GBR,London,6452961,venture,2011-07-20
Atlas Genetics,biotech,c:82786,GBR,Bristol,27184390,series-b,2011-07-18
Oxford Photovoltaics,cleantech,c:82875,GBR,Yarnton,1052043,venture,2011-07-21
KickSport,ecommerce,c:82879,GBR,Cambridgeshire,1375748,venture,2011-07-21
Bubble & Balm,manufacturing,c:82909,GBR,Leamington Spa,120993,venture,2011-07-20
Adzuna,search,c:66239,GBR,London,478511,angel,2011-07-13
Workbooks,software,c:55765,GBR,Berkshire,2282474,series-a,2011-07-22
PlayMob,games_video,c:83184,GBR,London,20962,angel,2009-06-05
PlayMob,games_video,c:83184,GBR,London,200525,angel,2011-04-01
Vickers Electronics,hardware,c:83561,GBR,Manchester,11748713,venture,2011-07-28
Publicate,web,c:80690,GBR,unknown,194530,angel,2011-09-01
Qubit,analytics,c:83927,GBR,London,1350000,angel,2010-10-01
PneumaCare,biotech,c:54688,GBR,London,3250746,venture,2011-08-02
Hungry Local,web,c:84114,GBR,United Kingdom - Other,80571,angel,2011-02-01
Stabilitech,biotech,c:84357,GBR,London,3500000,series-c+,2011-08-06
Scour Prevention,manufacturing,c:84367,GBR,Suffolk,570077,venture,2011-08-05
CamStent,medical,c:84369,GBR,London,570077,angel,2011-08-05
Nexeon,hardware,c:84373,GBR,London,65151602,venture,2011-08-05
Movirtu,mobile,c:13924,GBR,London,5500000,series-a,2010-11-11
Teez.mobi,advertising,c:84454,GBR,London,28176,angel,2011-06-16
Alchemy Pharmatech Ltd.,medical,c:84562,GBR,Lancashire,81838,venture,2011-08-08
Bluwan,network_hosting,c:60502,GBR,London,3272210,series-b,2009-07-24
Audacious,web,c:67904,GBR,United Kingdom - Other,163406,venture,2011-08-09
StackBlaze,network_hosting,c:84807,GBR,Hove,54994,angel,2011-05-01
WRG Creative Communication,messaging,c:85195,GBR,London,19579019,venture,2011-08-15
Fantasy Shopper,fashion,c:85223,GBR,Exeter,263271,angel,2010-12-09
Design LED Products,hardware,c:49767,GBR,Livingston,1056979,venture,2011-08-19
Lumicity,cleantech,c:85589,GBR,London,3301826,venture,2011-08-23
Pressglue,news,c:85617,GBR,London,185312,angel,2011-02-01
Flubit Limited,ecommerce,c:85204,GBR,London,50000,angel,2011-04-01
Flubit Limited,ecommerce,c:85204,GBR,London,950000,angel,2011-05-01
Autifony Therapeutics,biotech,c:85766,GBR,London,8248727,venture,2011-08-22
KalVista Pharmaceuticals,biotech,c:85794,GBR,London,13207306,series-a,2011-08-23
Power Vision,hardware,c:85865,GBR,United Kingdom - Other,825457,venture,2011-08-23
Kantox,finance,c:83037,GBR,London,217320,angel,2011-07-01
Gekko Technology,manufacturing,c:86006,GBR,Kenilworth,834798,venture,2011-08-25
eVigilo,messaging,c:86008,GBR,London,3000000,series-a,2011-08-25
MISSION Therapeutics,biotech,c:86077,GBR,London,10000000,venture,2011-08-25
Med ePad,mobile,c:86590,GBR,Liverpool Science Park,81884,venture,2011-08-29
Hailo,mobile,c:82353,GBR,London,3000000,series-a,2011-04-01
Centrix Software,software,c:64749,GBR,Newbury,10000000,venture,2011-08-30
Ebuzzing,advertising,c:49235,GBR,London,25000000,series-b,2011-08-31
Big Game Hunters,ecommerce,c:89750,GBR,London,391821,other,2007-04-01
Big Game Hunters,ecommerce,c:89750,GBR,London,443335,other,2004-05-01
Get Fractal,messaging,c:89931,GBR,London,71425,angel,2011-09-01
Lanyrd,web,c:62656,GBR,United Kingdom - Other,1400000,angel,2011-09-06
Ambitious Minds,education,c:100756,GBR,Liverpool,559522,venture,2011-09-07
PolyTherics,biotech,c:43995,GBR,London,3437062,venture,2011-09-07
FanDuel,sports,c:2640,GBR,New York,4000000,series-b,2011-09-07
Adfonic,advertising,c:32661,GBR,United Kingdom - Other,7500000,venture,2011-09-08
Taptu,news,c:1959,GBR,London,3511000,venture,2011-09-08
Oxtex,medical,c:102491,GBR,London,800958,angel,2011-09-08
Seedcamp,finance,c:591,GBR,London,2808800,venture,2011-09-08
Amrit Advanced Biotech,biotech,c:103561,GBR,London,150000,angel,2007-04-01
Amrit Advanced Biotech,biotech,c:103561,GBR,London,698097,angel,2008-07-01
Amrit Advanced Biotech,biotech,c:103561,GBR,London,2394302,series-a,2009-10-01
Weight Wins,medical,c:103903,GBR,London,952578,angel,2011-09-12
Moviecom.tv,games_video,c:104538,GBR,cumbernauld,811057,angel,2010-01-01
Brightblue,software,c:104861,GBR,London,403973,angel,2000-01-01
Brightblue,software,c:104861,GBR,London,293115,other,2002-06-01
Brightblue,software,c:104861,GBR,London,1612145,series-a,2003-01-01
Base79,advertising,c:105008,GBR,London,4345753,series-a,2011-09-15
Synthesio,software,c:14152,GBR,London,120000,angel,2008-12-30
Synthesio,software,c:14152,GBR,London,2000000,series-a,2011-09-14
miiCard,security,c:59519,GBR,Edinburgh,869151,angel,2011-09-15
AccuNostics,medical,c:105075,GBR,Forres,6321095,venture,2011-09-15
Top10.com,travel,c:106396,GBR,London,3500000,series-a,2011-09-20
Orbel Health,health,c:115622,GBR,London,384880,angel,2011-09-25
Momentum Bioscience,biotech,c:117503,GBR,London,357061,venture,2011-09-26
Five Cool,games_video,c:117823,GBR,London,81191,angel,2009-09-01
BrightTALK,software,c:16759,GBR,London,20500000,venture,2011-09-27
Deltasight,analytics,c:83050,GBR,Newcastle,43000,angel,2011-09-19
Plaxica,cleantech,c:119778,GBR,London,7818182,series-b,2011-09-28
PrivateFly,transportation,c:121025,GBR,London,3127273,venture,2011-09-28
Exco inTouch,biotech,c:122626,GBR,London,4691323,venture,2011-09-29
AirSense Wireless,mobile,c:122692,GBR,London,2502039,series-a,2011-09-29
Proximagen,biotech,c:25016,GBR,London,16000000,venture,2011-09-29
Aquamarine Power,cleantech,c:62463,GBR,Edinburgh,10906479,venture,2011-09-30
Cycell,mobile,c:124630,GBR,City of London,934841,angel,2011-09-30
Phoenix Health and Safety,consulting,c:127649,GBR,Cannock,397307,venture,2011-10-02
Phagenesis,biotech,c:55702,GBR,Pencroft Way,9226700,series-b,2011-10-04
Adapt,enterprise,c:131561,GBR,London,46168126,venture,2011-10-04
Shhmooze,mobile,c:132868,GBR,Belfast,33102,angel,2012-09-08
AdTotum,advertising,c:135147,GBR,London,49167,angel,2011-08-01
ChartsNow,mobile,c:135202,GBR,London,931420,angel,2011-01-01
aiHit,analytics,c:136495,GBR,London,5500000,venture,2011-10-07
Benefex Group,software,c:55316,GBR,London,6524376,venture,2011-10-08
Touch Bionics,biotech,c:41212,GBR,Livingston,3883557,venture,2011-10-08
Personal Development Bureau,software,c:136648,GBR,London,38836,venture,2011-10-08
Six Degrees Group,network_hosting,c:136926,GBR,London,93863506,venture,2011-10-10
MakieLab,games_video,c:137075,GBR,London,150000,other,2011-08-01
Quipper,mobile,c:73093,GBR,London,623227,angel,2011-10-01
Wahanda,web,c:7978,GBR,London,8669108,series-b,2011-10-17
Lysanda,cleantech,c:32863,GBR,Essex,15715927,venture,2011-10-18
Population Genetics Technologies,biotech,c:38000,GBR,Babraham,5700000,series-b,2011-10-18
SoccerFreakz,sports,c:139030,GBR,London,15000,angel,2011-01-01
TagMan,advertising,c:8214,GBR,London,5000000,venture,2011-10-19
Statesman Travel Group,travel,c:139121,GBR,London,6716841,venture,2011-10-19
Onyx Group,network_hosting,c:139286,GBR,Stockton on Tees,66273600,venture,2011-10-20
Sphere Medical Holding,hardware,c:139296,GBR,London,24000000,venture,2011-10-20
Horizon Discovery,biotech,c:24355,GBR,London,11065863,venture,2011-09-13
fanatix,web,c:139529,GBR,London,1000000,angel,2011-10-21
Voovio aka 3Ditize,software,c:139554,GBR,London,700000,angel,2008-04-01
Voovio aka 3Ditize,software,c:139554,GBR,London,1500000,series-a,2010-04-01
CloudPay.net,software,c:15534,GBR,Salisbury Wilts,6450000,venture,2011-10-24
Equip Outdoor Technologies,fashion,c:139787,GBR,Alfreton,31885859,other,2011-10-24
PlayJam,games_video,c:56059,GBR,London,5000000,series-a,2011-10-25
SoshiGames,games_video,c:139933,GBR,Birmingham,199665,venture,2011-10-26
Cupple,social,c:139962,GBR,United Kingdom - Other,15000,angel,2011-08-31
TrialReach,health,c:42551,GBR,London,1200000,venture,2011-10-28
Hangar Seven,advertising,c:140257,GBR,London,1610280,venture,2011-10-28
WARSTUFF,ecommerce,c:138153,GBR,London,3600,angel,2011-03-01
Veryan Medical,medical,c:45238,GBR,London,8051402,venture,2011-10-30
CertiVox,security,c:44284,GBR,London,2390282,series-a,2011-11-01
Mindshapes,games_video,c:71354,GBR,London,5000000,series-a,2011-11-01
Be At One,hospitality,c:140644,GBR,London,12748173,venture,2011-11-01
Masabi,mobile,c:18159,GBR,London,4000000,venture,2011-11-02
Amplio Group,finance,c:33579,GBR,London,22094400,venture,2011-11-02
Kopi,web,c:140805,GBR,London,100000,angel,2011-09-01
LogicLoop,software,c:141077,GBR,London,15604,angel,2010-08-01
BagThat,ecommerce,c:141242,GBR,London,3200000,venture,2011-11-07
Lulu,mobile,c:135134,GBR,London,1000000,venture,2011-11-08
Skimlinks,advertising,c:2942,GBR,London,4500000,series-b,2011-11-11
Pressglue,news,c:85617,GBR,London,47794,angel,2011-11-11
CivilisedMoney,finance,c:141918,GBR,London,159456,venture,2011-11-14
Albert Medical Devices,medical,c:142483,GBR,Liverpool,332260,venture,2011-11-20
HouseTrip,travel,c:34149,GBR,London,17000000,series-b,2011-11-21
vendome 1699,fashion,c:142621,GBR,London,216090,angel,2010-01-01
Concorde Solutions,software,c:142826,GBR,Berkshire,1553916,venture,2011-11-24
Scirra,software,c:142926,GBR,London,35000,angel,2011-11-24
Money Toolkit,finance,c:143022,GBR,Aldershot,48829,angel,2011-03-01
Money Toolkit,finance,c:143022,GBR,Aldershot,95611,angel,2011-11-01
eReceipts,enterprise,c:143027,GBR,London,699907,venture,2011-11-28
NuCana BioMed,biotech,c:143221,GBR,Edinburgh,10529449,series-a,2011-11-29
TMAT,manufacturing,c:143318,GBR,Derbyshire,2508624,venture,2011-11-30
UM Labs,security,c:143588,GBR,London,900000,angel,2009-01-01
PowerOasis,cleantech,c:143755,GBR,Swindon,7039744,venture,2011-12-05
WineDemon,hospitality,c:143821,GBR,London,796761,angel,2011-11-01
SwiftKey,enterprise,c:57256,GBR,London,2400000,series-a,2011-12-07
Powerhouse Biologics,hardware,c:143983,GBR,United Kingdom - Other,157048,venture,2011-12-01
Diagonal View,games_video,c:144040,GBR,London,1000000,angel,2008-03-01
ip.access,software,c:20064,GBR,Cambourne,15000000,venture,2011-12-12
BigBarn,hospitality,c:144374,GBR,Bedfordshire,18751,venture,2011-12-12
Summly,mobile,c:144457,GBR,United Kingdom - Other,300000,angel,2011-09-13
DiGiCo Europe,hardware,c:144573,GBR,Chessington,77431466,venture,2011-12-14
Webupo,web,c:144616,GBR,London,1552,venture,2011-01-01
What’s On Foodie,hospitality,c:144750,GBR,United Kingdom - Other,20000,other,2011-07-01
Lumi Mobile,mobile,c:75117,GBR,London,1540220,series-a,2010-09-01
Geothermal International,cleantech,c:144918,GBR,Coventry,18748566,venture,2011-12-20
AppShare,enterprise,c:61310,GBR,Glasgow,783604,series-c+,2011-12-22
Conjunct,network_hosting,c:51587,GBR,Livingston,532850,series-c+,2011-12-22
Sterecycle,cleantech,c:145168,GBR,London,7992757,venture,2011-12-22
ProFundCom,public_relations,c:145043,GBR,London,451491,angel,2006-05-01
Solus Scientific Solutions,biotech,c:145859,GBR,Glasgow,1090863,venture,2012-01-03
Michelson Diagnostics,biotech,c:39282,GBR,Orpington,948322,venture,2012-03-13
Midatech,manufacturing,c:146062,GBR,London,9778240,venture,2012-01-05
Ai2 UK,biotech,c:41028,GBR,Manchester,2705470,venture,2012-01-06
CensorNet,security,c:146306,GBR,Bristol,317135,angel,2008-03-01
Cambridge Communication Systems,hardware,c:146346,GBR,London,2009777,series-a,2012-01-08
SoundOut,music,c:146408,GBR,United Kingdom - Other,2000000,venture,2011-07-01
GlySure,medical,c:146453,GBR,London,10812621,series-c+,2012-01-09
Rent My Items,web,c:146488,GBR,London,41069,angel,2011-06-01
Takeaway.com,hospitality,c:146489,GBR,London,16650400,venture,2012-01-10
made.com,ecommerce,c:44272,GBR,London,9278918,series-b,2012-01-10
Markit,finance,c:29195,GBR,London,250000000,venture,2010-01-26
Exuru!,web,c:146793,GBR,Leeds,150000,angel,2011-07-01
Blooie,analytics,c:146924,GBR,Newcastle,16211,angel,2011-09-01
Pin or Peg,ecommerce,c:146935,GBR,Newcastle,15581,angel,2011-10-01
Evodental,biotech,c:146953,GBR,Merseyside,613106,venture,2012-01-13
Horizon Discovery,biotech,c:24355,GBR,London,18600000,series-c+,2012-01-16
Brainient,advertising,c:32874,GBR,London,1800000,series-a,2012-01-15
Adzuna,search,c:66239,GBR,London,769383,venture,2012-01-18
Betapond,advertising,c:41923,GBR,TBD,1483730,venture,2012-01-20
Fantasy Shopper,fashion,c:85223,GBR,Exeter,3300000,series-a,2012-01-23
CN Creative,biotech,c:147910,GBR,Manchester,3137232,series-a,2012-01-26
Patients Know Best,health,c:32159,GBR,London,40000,other,2011-10-01
Love Home Swap,web,c:134153,GBR,London,1341109,angel,2012-01-31
Videoplaza,advertising,c:8104,GBR,London,12000000,series-b,2012-02-01
Trust Mico,ecommerce,c:148326,GBR,Cardiff,310473,angel,2011-01-01
TeraView,manufacturing,c:148401,GBR,London,5500000,venture,2012-01-26
Fight My Monster,games_video,c:77743,GBR,London,2100000,series-a,2012-03-01
Stylistpick,fashion,c:73486,GBR,London,11000000,series-b,2012-02-02
ScraperWiki,analytics,c:68106,GBR,Liverpool,1000000,venture,2012-02-03
Verona Pharma,biotech,c:148686,GBR,London,11500000,series-a,2012-02-06
Bactest,biotech,c:148694,GBR,London,1411754,venture,2012-01-26
Deltasight,analytics,c:83050,GBR,Newcastle,135000,angel,2012-03-23
Xceleron (Chapter 11),analytics,c:40421,GBR,Washington DC,2400000,venture,2012-02-06
Phase Vision,hardware,c:42606,GBR,Loughborough,2369248,venture,2012-02-07
Voovio aka 3Ditize,software,c:139554,GBR,London,1000000,venture,2011-12-25
GoCardless,ecommerce,c:148846,GBR,London,1500000,venture,2012-02-07
GCI Com,enterprise,c:149052,GBR,Lincoln,15882388,venture,2012-02-09
Antavo,advertising,c:149066,GBR,London,65340,angel,2012-04-06
Durham Graphene Science,manufacturing,c:149245,GBR,Durham,1896024,series-a,2012-02-13
Ebuzzing,advertising,c:49235,GBR,London,5000000,series-a,2010-12-01
Ebuzzing,advertising,c:49235,GBR,London,5300000,series-a,2007-01-01
Bluefields,sports,c:60653,GBR,Smithfields,65565,venture,2012-02-07
Oxitec,biotech,c:149466,GBR,London,12577091,venture,2012-02-14
Unruly,advertising,c:43331,GBR,London,25000000,series-a,2012-01-03
Artesian Solutions,enterprise,c:6500,GBR,Winnersh,3176478,series-a,2012-02-09
Publification Ltd,enterprise,c:83113,GBR,Newcastle,20000,angel,2011-06-30
Publification Ltd,enterprise,c:83113,GBR,Newcastle,150000,angel,2011-12-26
Eco Market,ecommerce,c:77478,GBR,London,316665,angel,2012-02-17
TheySay,analytics,c:149742,GBR,London,791662,venture,2012-02-17
eSellerPro,software,c:57607,GBR,Worcestershire,1583323,venture,2012-02-19
The Arena Group,other,c:149852,GBR,Saint Ives Cambridgeshire,25940250,venture,2012-02-14
MymCart,ecommerce,c:149856,GBR,Manchester,752079,venture,2012-02-19
uberlife,mobile,c:149900,GBR,London,1580000,series-a,2010-12-01
Viscose Closures,manufacturing,c:149948,GBR,London,7930416,venture,2012-02-20
Red Advertising,advertising,c:149949,GBR,Staffordshire,198260,venture,2012-02-20
Metail,fashion,c:63017,GBR,London,3255239,series-a,2011-03-01
Econic Technologies,manufacturing,c:150081,GBR,London,1738905,venture,2012-02-21
O3b Networks,enterprise,c:39799,GBR,Saint John,770000000,other,2010-11-30
Business e via Italy,other,c:149554,GBR,London,1000000,angel,2012-02-23
Cargo Cult Solutions,software,c:150399,GBR,London,152207,angel,2010-04-01
Cambridge Wireless,mobile,c:150529,GBR,London,79066,venture,2012-02-26
Cambridge Broadband Networks,network_hosting,c:18323,GBR,London,7000000,other,2012-02-27
Reward Gateway,ecommerce,c:150762,GBR,London,39722025,venture,2010-12-02
Intelligent Energy,cleantech,c:28298,GBR,Loughborough,35000000,venture,2012-02-29
SCS Group,manufacturing,c:150920,GBR,London,159444,other,2012-03-01
Secret Sales,fashion,c:41605,GBR,London,9954128,venture,2012-02-13
Movellas,web,c:151114,GBR,London,500000,angel,2011-10-01
Phosphate Therapeutics,biotech,c:151341,GBR,United Kingdom - Other,13881000,venture,2012-03-05
Alfresco,enterprise,c:8553,GBR,London,2500000,series-a,2005-07-01
Tribesports,social,c:54323,GBR,Shoreditch,2800000,series-a,2012-01-01
Blue Dot World,nonprofit,c:151521,GBR,London,372568,angel,2011-01-01
Seedrs,finance,c:47870,GBR,London,1578830,series-a,2012-05-22
Seedrs,finance,c:47870,GBR,London,190258,angel,2010-04-01
Seedrs,finance,c:47870,GBR,London,232855,angel,2011-01-01
Teez.by,mobile,c:151555,GBR,Leicester,250000,angel,2010-01-07
Songkick,music,c:1103,GBR,London,10000000,series-b,2012-03-08
PlayMob,games_video,c:83184,GBR,London,789483,venture,2012-03-08
oneDrum,enterprise,c:25170,GBR,London,1614202,series-a,2010-01-04
Oxtex,medical,c:102491,GBR,London,236845,venture,2012-03-08
Eagle-i Music,games_video,c:151840,GBR,London,1563275,venture,2012-03-12
Droplet,mobile,c:151863,GBR,Birmingham,30980,angel,2012-01-01
Wow! Stuff,hardware,c:151907,GBR,Wolverhampton,7503718,venture,2012-03-12
Surrey NanoSystems,nanotech,c:30217,GBR,New Haven,7030392,series-c+,2012-03-13
The Currency Cloud,enterprise,c:151918,GBR,London,4000000,series-a,2012-03-13
Gradwell,messaging,c:151955,GBR,Bath,1806748,venture,2012-03-14
Loccit (ML4D),social,c:151974,GBR,Bristol,480194,angel,2011-03-15
Brandwatch,analytics,c:30505,GBR,London,6000000,venture,2012-03-15
Ecometrica,cleantech,c:56818,GBR,Edinburgh,391655,venture,2012-03-15
Londons Holiday Apartments,real_estate,c:152171,GBR,London,163891,angel,2011-08-01
Seren Photonics,manufacturing,c:152353,GBR,Sheffield,2842139,venture,2012-03-08
PeerIndex,analytics,c:38799,GBR,London,3000000,series-a,2012-03-19
Diurnal,biotech,c:37459,GBR,Cardiff,531746,venture,2012-03-19
myThings,advertising,c:5454,GBR,London,15000000,venture,2012-03-20
SilverRail Technologies,travel,c:71535,GBR,London,15000000,series-b,2012-03-21
Sound2Light Productions,hardware,c:152646,GBR,Chester,277187,venture,2012-03-21
Gear4music.com,ecommerce,c:152651,GBR,United Kingdom - Other,5385352,venture,2012-03-21
Plumbee,games_video,c:139669,GBR,London,2800000,venture,2012-03-22
Odimax,analytics,c:146922,GBR,London,24000,angel,2011-09-01
Odimax,analytics,c:146922,GBR,London,135000,angel,2012-02-01
The Sole Trader Business Group,search,c:152968,GBR,London,158340,venture,2012-03-25
Abingdon Health,medical,c:153020,GBR,London,4768678,venture,2012-03-26
MexxBooks,ecommerce,c:153040,GBR,London,621765,angel,2011-09-09
The London Distillery Company,hospitality,c:153107,GBR,London,397390,venture,2012-03-26
Kudan,mobile,c:153135,GBR,Bristol,240630,angel,2011-04-01
Dog Digital,consulting,c:16375,GBR,Glasgow,1595047,venture,2012-03-27
Bluewater Bio,cleantech,c:153264,GBR,London,35765086,venture,2012-03-26
Hailo,mobile,c:82353,GBR,London,17000000,series-a,2012-03-29
Pressglue,news,c:85617,GBR,London,78898,angel,2012-03-10
Stylus Media,fashion,c:153459,GBR,London,9000000,series-a,2012-03-26
Funding Circle,finance,c:43210,GBR,London,16000000,series-b,2012-04-02
Sapphire Energy,cleantech,c:24196,GBR,San Diego,144000000,series-c+,2012-04-02
Manflu,medical,c:153737,GBR,Manchester,801336,venture,2012-04-02
Aframe,enterprise,c:62836,GBR,London,7000000,series-a,2012-04-03
internetstores,ecommerce,c:153840,GBR,unknown,39945000,venture,2012-04-03
STATS Group,manufacturing,c:154103,GBR,Kintore,12367192,venture,2012-04-06
Barburrito,hospitality,c:154106,GBR,Manchester,5197736,venture,2012-04-03
Vodat International,network_hosting,c:154154,GBR,Stockport,7927687,venture,2012-04-06
The Kernel,news,c:151757,GBR,London,30000,angel,2012-03-05
P&R Labpak,other,c:154281,GBR,Merseyside,475661,venture,2012-04-09
NWIX,public_relations,c:154282,GBR,Cheshire,792769,venture,2012-04-09
Isotera,hardware,c:154606,GBR,Hertfordshire,1744516,venture,2012-04-10
Biofortuna,biotech,c:51060,GBR,Liverpool,3338592,venture,2012-04-11
iROKO Partners,games_video,c:154651,GBR,London,8000000,series-b,2012-04-11
Peckforton Pharmaceuticals,biotech,c:154812,GBR,Cheshire,1587246,venture,2012-03-02
RedKite Financial Markets,finance,c:83304,GBR,London,1140575,venture,2012-02-14
Aveillant,consulting,c:155053,GBR,London,1584379,series-a,2012-02-27
Zattikka,games_video,c:32225,GBR,London,20000000,venture,2012-04-16
Zutux,ecommerce,c:155389,GBR,Manchester,1503926,venture,2012-04-16
TransferWise,finance,c:66717,GBR,London,1300000,angel,2012-04-17
blur Group,consulting,c:69389,GBR,London,2000000,series-a,2012-04-17
Tyres on the Drive,automotive,c:155619,GBR,Cheshire,542249,venture,2012-04-17
Seven Technologies,hardware,c:155706,GBR,Co. Antrim,10549203,venture,2012-04-18
Happy Days,health,c:155710,GBR,Cornwall,5913947,venture,2012-04-18
Foods You Can,hospitality,c:155735,GBR,United Kingdom - Other,16131,angel,2011-02-15
Struq,advertising,c:26001,GBR,London,8500000,series-a,2012-04-19
Albert Medical Devices,medical,c:142483,GBR,Liverpool,483371,series-b,2012-04-20
DrEd Online Doctor,web,c:137400,GBR,London,807069,angel,2011-05-24
PixelPin,security,c:156154,GBR,London,313438,angel,2012-06-19
Bathrooms.com,ecommerce,c:64561,GBR,London,12060066,series-b,2012-04-23
EcoLogicLiving,cleantech,c:156500,GBR,Carlisle,805834,venture,2012-04-25
PhotoFix UK,photo_video,c:156699,GBR,Leicester,16090,angel,2011-02-25
miiCard,security,c:59519,GBR,Edinburgh,2500000,series-a,2012-04-30
Just-Eat.com,hospitality,c:34397,GBR,London,64000000,series-c+,2012-04-30
KnowledgeMill,software,c:70403,GBR,London,2391664,series-a,2012-03-01
DataSift,analytics,c:57258,GBR,London,7200000,series-a,2012-05-02
M Squared Lasers,manufacturing,c:157117,GBR,Glasgow,6257937,venture,2012-05-01
Tamar Energy,cleantech,c:157132,GBR,London,11323390,venture,2012-05-03
Ignis Energy,cleantech,c:157153,GBR,London,5014644,venture,2012-05-03
ResponseTap (formerly AdInsight),advertising,c:54459,GBR,Manchester,2600000,series-a,2012-05-03
Oxford Nanopore Technologies,nanotech,c:38137,GBR,London,50793492,venture,2012-05-03
Shopitize,mobile,c:157284,GBR,London,1638906,series-a,2011-08-01
SportPursuit,sports,c:150695,GBR,London,2300000,venture,2012-05-08
Wear Inns,hospitality,c:157705,GBR,Cleveland,16151032,venture,2012-05-08
Wheely,travel,c:62931,GBR,London,25000,other,2011-12-28
Mindwork Labs,web,c:157165,GBR,London,780000,angel,2012-03-01
Geosho,enterprise,c:157853,GBR,Caernarfon,387804,angel,2011-01-10
MedicAnimal.com,pets,c:58461,GBR,London,16164879,series-c+,2012-05-10
Blink Booking,travel,c:157361,GBR,London,4400000,series-a,2012-03-01
CamStent,medical,c:84369,GBR,London,805677,venture,2012-05-11
Inoveight Holdings,sports,c:158298,GBR,Crook,19294500,venture,2012-05-14
BagThat,ecommerce,c:141242,GBR,London,3200000,venture,2012-05-15
Serious Parody,games_video,c:21993,GBR,Dundee,1583666,venture,2012-05-17
Autology World,education,c:82329,GBR,Daresbury,522001,venture,2012-05-18
Quipper,mobile,c:73093,GBR,London,3638187,series-a,2012-05-18
GreenLight,social,c:158910,GBR,Beaconsfield,40331,angel,2011-07-20
Notonthehighstreet,ecommerce,c:53260,GBR,London,15789474,series-c+,2012-05-21
Safer Minicabs,mobile,c:159008,GBR,United Kingdom - Other,65530,angel,2009-06-01
Safer Minicabs,mobile,c:159008,GBR,United Kingdom - Other,3248,other,2009-09-01
Safer Minicabs,mobile,c:159008,GBR,United Kingdom - Other,4347,other,2011-01-01
Safer Minicabs,mobile,c:159008,GBR,United Kingdom - Other,1621,other,2011-09-01
ZummZumm,social,c:159063,GBR,London,50000,angel,2012-05-22
Smithfield Case,fashion,c:159147,GBR,London,1022918,angel,2012-05-23
Prosonix,biotech,c:81453,GBR,London,26808752,series-b,2012-05-24
Zebit,finance,c:155391,GBR,Middlesex,25000000,series-c+,2012-05-24
MyPrintCloud,enterprise,c:159327,GBR,London,1000000,angel,2011-11-01
Huddle,enterprise,c:4006,GBR,London,24000000,series-c+,2012-05-24
Glopho,photo_video,c:159693,GBR,London,235583,venture,2012-05-28
Funky Moves,games_video,c:159813,GBR,Livingston,520095,venture,2012-05-29
Flubit Limited,ecommerce,c:85204,GBR,London,1750000,series-a,2012-01-01
Mindshapes,games_video,c:71354,GBR,London,4000000,venture,2012-05-29
MyMusic,music,c:159988,GBR,London,972935,angel,2012-05-30
Southern Dreams,consulting,c:160069,GBR,Haywards Heath,38764,venture,2012-05-31
Paypersocial Ltd,advertising,c:160108,GBR,London,157135,angel,2011-09-01
Paypersocial Ltd,advertising,c:160108,GBR,London,97043,angel,2012-01-01
Iglu.com,travel,c:160145,GBR,Wimbledon,29460808,other,2012-05-31
Lumi Mobile,mobile,c:75117,GBR,London,3000000,series-a,2011-10-20
Lumi Mobile,mobile,c:75117,GBR,London,1160000,series-a,2011-11-30
MakieLab,games_video,c:137075,GBR,London,1400000,angel,2012-06-07
Alchemy Pharmatech,medical,c:161035,GBR,Cheshire,621221,venture,2012-06-11
Escape the City,web,c:59810,GBR,London,932413,venture,2012-06-12
Featurespace,software,c:161258,GBR,London,2331032,venture,2012-06-12
Isentropic,cleantech,c:161260,GBR,London,22000000,venture,2012-06-12
Cennox,finance,c:161290,GBR,Camberley,4663525,venture,2012-06-13
HyperBees,mobile,c:75737,GBR,London,110000,angel,2012-06-01
Nutmeg,finance,c:156322,GBR,London,5322730,series-a,2012-06-18
Oxford Immunotec,medical,c:36485,GBR,London,28000000,venture,2012-06-18
onefinestay,travel,c:55121,GBR,London,12200000,series-b,2012-06-19
Kaazing,enterprise,c:15913,GBR,London,17000000,venture,2012-06-20
Zilico,biotech,c:162155,GBR,Sheffield,1546558,venture,2012-06-21
Mesuro,manufacturing,c:26815,GBR,United Kingdom - Other,1099077,venture,2012-06-21
NaturalMotion Games,games_video,c:162245,GBR,London,11000000,series-b,2012-06-21
Springfield Healthcare,health,c:162247,GBR,Garforth,6908483,venture,2012-06-21
